component_name,component_type,app_name,app_owner,table_name,operation,query,instance
CPCB0005,COBOL,Policy Remarks,"Hutto, Amy",TBL_CL_PROVIDER_EFT,INSERT,"INSERT INTO TBL_CL_PROVIDER_EFT (PE_PROVIDER_TAXID_NO, PE_NATL_PROVIDER_NBR, PE_PROVIDER_NM, PE_ADDRESS1_TXT, PE_ADDRESS2_TXT, PE_CITY_TXT, PE_STATE_CD, PE_ZIP_CD, PE_PAPEREOB_END_DT, PE_ADDED_DT, PE_VENDOR_MODIFIED_DT, PE_AFL_MODIFIED_TS, PE_ENUMBER_MODIFIED_ID, PE_REGISTER_BY_NPI_IND, PE_PREV_PAYMENT_OPT_CD, PE_CURR_PAYMENT_OPT_CD) VALUES (:PE-PROVIDER-TAXID-NO, :PE-NATL-PROVIDER-NBR, :PE-PROVIDER-NM, :PE-ADDRESS1-TXT, :PE-ADDRESS2-TXT, :PE-CITY-TXT, :PE-STATE-CD, :PE-ZIP-CD, :PE-PAPEREOB-END-DT, :PE-ADDED-DT, :PE-VENDOR-MODIFIED-DT, :PE-AFL-MODIFIED-TS, :PE-ENUMBER-MODIFIED-ID, :PE-REGISTER-BY-NPI-IND, :PE-PREV-PAYMENT-OPT-CD, :PE-CURR-PAYMENT-OPT-CD)",Columbus
CPCB0005,COBOL,Policy Remarks,"Hutto, Amy",TBL_CL_PROVIDER_EFT_AUDIT,INSERT,"INSERT INTO TBL_CL_PROVIDER_EFT_AUDIT (PEA_PROVIDER_TAXID_NO, PEA_NATL_PROVIDER_NBR, PEA_AUDIT_TS, PEA_PROVIDER_NM, PEA_ADDRESS1_TXT, PEA_ADDRESS2_TXT, PEA_CITY_TXT, PEA_STATE_CD, PEA_ZIP_CD, PEA_PAPEREOB_END_DT, PEA_ADDED_DT, PEA_VENDOR_MODIFIED_DT, PEA_AFL_MODIFIED_TS, PEA_ENUMBER_MODIFIED_ID, PEA_REGISTER_BY_NPI_IND, PEA_PREV_PAYMENT_OPT_CD, PEA_CURR_PAYMENT_OPT_CD) VALUES (:PEA-PROVIDER-TAXID-NO, :PEA-NATL-PROVIDER-NBR, :PEA-AUDIT-TS, :PEA-PROVIDER-NM, :PEA-ADDRESS1-TXT, :PEA-ADDRESS2-TXT, :PEA-CITY-TXT, :PEA-STATE-CD, :PEA-ZIP-CD, :PEA-PAPEREOB-END-DT, :PEA-ADDED-DT, :PEA-VENDOR-MODIFIED-DT, :PEA-AFL-MODIFIED-TS, :PEA-ENUMBER-MODIFIED-ID, :PEA-REGISTER-BY-NPI-IND, :PEA-PREV-PAYMENT-OPT-CD, :PEA-CURR-PAYMENT-OPT-CD)",Columbus
CPCB0005,COBOL,Policy Remarks,"Hutto, Amy",TBL_CL_PROVIDER_EFT,DELETE,DELETE FROM TBL_CL_PROVIDER_EFT WHERE PE_PROVIDER_TAXID_NO = :PE-PROVIDER-TAXID-NO AND PE_NATL_PROVIDER_NBR = :PE-NATL-PROVIDER-NBR,Columbus
CPCB0006,COBOL,Policy Remarks,"Hutto, Amy",END-EXEC,UPDATE,"DECLARE EFT_AUDIT_PURGE CURSOR FOR SELECT PEA_PROVIDER_TAXID_NO, PEA_NATL_PROVIDER_NBR, PEA_AUDIT_TS, PEA_PROVIDER_NM, PEA_ADDRESS1_TXT, PEA_ADDRESS2_TXT, PEA_CITY_TXT, PEA_STATE_CD, PEA_ZIP_CD, PEA_PAPEREOB_END_DT, PEA_ADDED_DT, PEA_VENDOR_MODIFIED_DT, PEA_AFL_MODIFIED_TS, PEA_ENUMBER_MODIFIED_ID, PEA_REGISTER_BY_NPI_IND, PEA_PREV_PAYMENT_OPT_CD, PEA_CURR_PAYMENT_OPT_CD FROM TBL_CL_PROVIDER_EFT_AUDIT WHERE PEA_AUDIT_TS <= :PEA-AUDIT-TS FOR UPDATE",Columbus
CPCB0006,COBOL,Policy Remarks,"Hutto, Amy",TBL_CL_PROVIDER_EFT_AUDIT,READ,"DECLARE EFT_AUDIT_PURGE CURSOR FOR SELECT PEA_PROVIDER_TAXID_NO, PEA_NATL_PROVIDER_NBR, PEA_AUDIT_TS, PEA_PROVIDER_NM, PEA_ADDRESS1_TXT, PEA_ADDRESS2_TXT, PEA_CITY_TXT, PEA_STATE_CD, PEA_ZIP_CD, PEA_PAPEREOB_END_DT, PEA_ADDED_DT, PEA_VENDOR_MODIFIED_DT, PEA_AFL_MODIFIED_TS, PEA_ENUMBER_MODIFIED_ID, PEA_REGISTER_BY_NPI_IND, PEA_PREV_PAYMENT_OPT_CD, PEA_CURR_PAYMENT_OPT_CD FROM TBL_CL_PROVIDER_EFT_AUDIT WHERE PEA_AUDIT_TS <= :PEA-AUDIT-TS FOR UPDATE",Columbus
CPCB0006,COBOL,Policy Remarks,"Hutto, Amy",TBL_CL_PROVIDER_EFT_AUDIT,DELETE,DELETE FROM TBL_CL_PROVIDER_EFT_AUDIT WHERE CURRENT OF EFT_AUDIT_PURGE,Columbus
CPCB0015,COBOL,Policy Remarks,"Hutto, Amy",CLAIMS_REMARKS,READ,"DECLARE REMARK-CURSOR CURSOR FOR SELECT CR_CLAIM_NBR, CR_CLAIM_SHEET_NBR, CR_SUMMARY FROM CLAIMS_REMARKS WHERE CR_CLAIM_NBR BETWEEN :WS-START-CLAIM AND :WS-END-CLAIM AND CR_CLAIM_SHEET_NBR = :WS-SHEET-0101 AND CR_CLAIM_TS BETWEEN :WS-START-TS-RE AND :WS-END-TS-RE AND CR_USER_LOGON = :WS-USER-LOGON AND CR_SEQUENCE_NBR = :WS-SEQ-NBR WITH UR",Columbus
CPCB0015,COBOL,Policy Remarks,"Hutto, Amy",CLAIMS_MASTER,READ,"SELECT CM_ONEDAYPAY_IND ,CM_ONEDAYPAY_UPLOAD_TS INTO :CM-ONEDAYPAY-IND ,:CM-ONEDAYPAY-UPLOAD-TS FROM CLAIMS_MASTER WHERE CM_CLAIM_NUMBER = :CR-CLAIM-NBR AND CM_SHEET_NUMBER = :CR-CLAIM-SHEET-NBR AND (CM_DOC_ORIGIN_DSC = 'WEBPHC' OR CM_DOC_ORIGIN_DSC = 'WEBASC' OR CM_DOC_ORIGIN_DSC = 'MOBPHC' OR CM_DOC_ORIGIN_DSC = 'MOBASC') WITH UR",Columbus
CPCB0015,COBOL,Policy Remarks,"Hutto, Amy",CLAIMS_MASTER,UPDATE,"UPDATE CLAIMS_MASTER SET CM_ONEDAYPAY_IND = :WS-ODP-IND, CM_ONEDAYPAY_UPLOAD_TS = :CM-ONEDAYPAY-UPLOAD-TS WHERE CM_CLAIM_NUMBER = :CR-CLAIM-NBR AND CM_SHEET_NUMBER > :WS-SHEET-0101",Columbus
CPCB0015,COBOL,Policy Remarks,"Hutto, Amy",CLAIMS_MASTER,UPDATE,"UPDATE CLAIMS_MASTER SET CM_ONEDAYPAY_IND = :WS-ODP-IND, CM_ONEDAYPAY_UPLOAD_TS = :WS-UPD-ODP-TS WHERE CM_CLAIM_NUMBER = :CR-CLAIM-NBR AND CM_SHEET_NUMBER >= :WS-SHEET-0101",Columbus
CPCB0016,COBOL,Policy Remarks,"Hutto, Amy",CLAIMS_REMARKS,READ,"DECLARE REMARK-CURSOR CURSOR FOR SELECT CR_CLAIM_NBR, CR_CLAIM_SHEET_NBR, CR_SUMMARY FROM CLAIMS_REMARKS WHERE CR_CLAIM_NBR BETWEEN :WS-START-CLAIM AND :WS-END-CLAIM AND CR_CLAIM_SHEET_NBR = :WS-SHEET-0101 AND CR_CLAIM_TS BETWEEN :WS-START-TS-RE AND :WS-END-TS-RE AND CR_USER_LOGON = :WS-USER-LOGON AND CR_SEQUENCE_NBR = :WS-SEQ-NBR WITH UR",Columbus
CPCB0016,COBOL,Policy Remarks,"Hutto, Amy",CLAIMS_MASTER,READ,SELECT CM_ONEDAYPAY_IND INTO :CM-ONEDAYPAY-IND FROM CLAIMS_MASTER WHERE CM_CLAIM_NUMBER = :CR-CLAIM-NBR AND CM_SHEET_NUMBER = :CR-CLAIM-SHEET-NBR AND (CM_DOC_ORIGIN_DSC = 'WEBPHC' OR CM_DOC_ORIGIN_DSC = 'WEBASC' OR CM_DOC_ORIGIN_DSC = 'MOBPHC' OR CM_DOC_ORIGIN_DSC = 'MOBASC') WITH UR,Columbus
CPCB0016,COBOL,Policy Remarks,"Hutto, Amy",CLAIMS_MASTER,UPDATE,"UPDATE CLAIMS_MASTER SET CM_ONEDAYPAY_IND = :WS-ODP-IND, CM_ONEDAYPAY_UPLOAD_TS = :WS-UPD-ODP-TS WHERE CM_CLAIM_NUMBER = :CR-CLAIM-NBR AND CM_SHEET_NUMBER = :CR-CLAIM-SHEET-NBR",Columbus
CPCB0016,COBOL,Policy Remarks,"Hutto, Amy",CLAIMS_MASTER,READ,"DECLARE CLAIM-CURSOR CURSOR FOR SELECT CM_CLAIM_NUMBER, CM_SHEET_NUMBER, CM_DATE_PROCESSED, CM_ONEDAYPAY_IND FROM CLAIMS_MASTER WHERE CM_DATE_CLAIM_PAID BETWEEN :WS-START-PAID AND :WS-END-PAID AND CM_CLAIM_NUMBER > :WS-START-CLAIM AND CM_SHEET_NUMBER > :WS-SHEET-0000 AND CM_USER_LOGON IN (:WS-ISFIAB, :WS-ISFWLB, :WS-ISFPVB, :WS-ISFHSB) AND CM_ISF_CLAIM_CD > :WS-SPACE WITH UR",Columbus
CPCB0016,COBOL,Policy Remarks,"Hutto, Amy",CLAIMS_MASTER,UPDATE,"UPDATE CLAIMS_MASTER SET CM_ONEDAYPAY_IND = :WS-ODP-IND, CM_ONEDAYPAY_UPLOAD_TS = :CM-ONEDAYPAY-UPLOAD-TS WHERE CM_CLAIM_NUMBER = :CM-CLAIM-NUMBER AND CM_SHEET_NUMBER = :CM-SHEET-NUMBER",Columbus
CPCB0028,COBOL,Policy Remarks,"Hutto, Amy",CHECK_HISTORY,READ,"DECLARE CURSOR1 CURSOR FOR SELECT SUBSTR(CH_CLAIM_NUMBER,1,9) FROM CHECK_HISTORY WHERE CH_CHECK_NUMBER =:WS-REJECT-EFT-NBR WITH UR",Columbus
CPCB0028,COBOL,Policy Remarks,"Hutto, Amy",CHECK_HISTORY,READ,"SELECT SUBSTR(CH_CLAIM_NUMBER,1,9) INTO :HD-CLAIM-NUMBER FROM CHECK_HISTORY WHERE CH_CHECK_NUMBER =:WS-REJECT-EFT-NBR WITH UR",Columbus
CPCB0028,COBOL,Policy Remarks,"Hutto, Amy",CHECK_HISTORY,READ,"SELECT SUBSTR(CH_CLAIM_NUMBER,1,9) INTO :WS-VOID-CLAIM FROM CHECK_HISTORY WHERE ( CH_DATE_VOIDED = :WM-DATE3 AND CH_SEQUENCE_NUMBER < 300 AND CH_CHECK_AMOUNT > 0 AND CH_CHECK_STATUS = 'V') AND SUBSTR(CH_CLAIM_NUMBER,1,9) IN ( SELECT SUBSTR(CH_CLAIM_NUMBER,1,9) FROM CHECK_HISTORY WHERE CH_CHECK_NUMBER = :WS-REJECT-EFT-NBR) FETCH FIRST 1 ROW ONLY WITH UR",Columbus
CPCB0030,COBOL,Policy Remarks,"Hutto, Amy",CHECK_HISTORY,READ,DECLARE CURSOR1 CURSOR FOR SELECT CH_SEQUENCE_NUMBER FROM CHECK_HISTORY WHERE CH_CLAIM_NUMBER BETWEEN :WM-CHECK-KEY-BEGX AND :WM-CHECK-KEY-ENDX WITH UR,Columbus
CPCB0030,COBOL,Policy Remarks,"Hutto, Amy",CHECK_HISTORY,READ,"DECLARE CHKHST CURSOR WITH HOLD FOR SELECT CH_CLAIM_NUMBER, CH_SEQUENCE_NUMBER, CH_BATCH_TYPE, CH_CHECK_NUMBER, CH_CHECK_DATE, CH_CHECK_AMOUNT, CH_PROVIDER_NUMBER, CH_PAYEE_CODE, CH_CHECK_STATUS, CH_MAILING_AGENT, CH_PATIENT_NUMBER, CH_BKUP_WITHHOLD, CH_PAYEE_NAME, CH_PAYEE_ADDRESS1, CH_PAYEE_ADDRESS2, CH_PAYEE_ADDRESS3, CH_PAYEE_ADDRESS4, CH_MAILING_NAME, CH_MAILING_ADDR1, CH_MAILING_ADDR2, CH_MAILING_ADDR3, CH_MAILING_ADDR4, CH_DATE_VOIDED, CH_PAYEE_BIRTH_DT, ACHC_RETURN_REASON_CD FROM CHECK_HISTORY WHERE CH_CHECK_NUMBER = :WS-REJECT-EFT-NBR WITH UR",Columbus
CPCB0030,COBOL,Policy Remarks,"Hutto, Amy",CHECK_HISTORY,READ,SELECT SUM(CH_CHECK_AMOUNT) INTO :WS-CK-CHECK-AMOUNT FROM CHECK_HISTORY WHERE CH_CHECK_NUMBER = :WS-REJECT-EFT-NBR,Columbus
CPCB0030,COBOL,Policy Remarks,"Hutto, Amy",CLAIMS_MASTER,READ,"SELECT CM_POLICY_NUMBER, CM_NAME_OF_INSURED, CM_LOB INTO :WM-POLICY-NUMBER, :WM-INSURED-NAME, :WM-LOB FROM CLAIMS_MASTER WHERE CM_CLAIM_NUMBER = :WM-SEARCH-CLAIM AND CM_SHEET_NUMBER = :WM-SEARCH-SHEET WITH UR",Columbus
CPCB0030,COBOL,Policy Remarks,"Hutto, Amy",CHECK_HISTORY,UPDATE,UPDATE CHECK_HISTORY SET ACHC_RETURN_REASON_CD = :WS-REJECT-REASON-CD WHERE CH_CHECK_NUMBER = :WS-REJECT-EFT-NBR,Columbus
CPCB0030,COBOL,Policy Remarks,"Hutto, Amy",CHECK_HISTORY,UPDATE,UPDATE CHECK_HISTORY SET ACHC_RETURN_REASON_CD = :WS-REJECT-REASON-CD WHERE CH_CHECK_NUMBER = :WS-REJECT-EFT-NBR AND CH_CLAIM_NUMBER = :WH-CK-CLAIM-NUMBER,Columbus
CPCB0030,COBOL,Policy Remarks,"Hutto, Amy",CHECK_HISTORY,UPDATE,"UPDATE CHECK_HISTORY SET CH_CHECK_STATUS = 'V', CH_DATE_VOIDED = :WM-PROCESS-DATE, ACHC_RETURN_REASON_CD = :WS-REJECT-REASON-CD WHERE CH_CHECK_NUMBER = :WS-REJECT-EFT-NBR AND CH_CLAIM_NUMBER = :WH-CK-CLAIM-NUMBER",Columbus
CPCB0030,COBOL,Policy Remarks,"Hutto, Amy",CLAIMS_LIABILITY,INSERT,"INSERT INTO CLAIMS_LIABILITY (CW_CLAIM_NUMBER , CW_SHEET_NUMBER , CW_POLICY_NUMBER , CW_NAME_OF_INSURED , CW_CLAIM_STATUS , CW_TRANS_CODE , CW_REV_ENTRY_IND , CW_USER_LOGON , CW_BDOS , CW_RCVD_DATE , CW_ORDER_TYPE , CW_AGENT_FLAG , CW_CLAIM_FLAG , CW_APPR_CODE , CW_BATCH_NUM , CW_PH_NAME , CW_PH_ADDR1 , CW_PH_ADDR2 , CW_PH_ADDR3 , CW_MISC1 , CW_MISC2 , CW_MISC3 , CW_MISC4 , CW_LOB , CW_BATCH_TYPE , CW_DATE_PROCESSED , CW_PH_ADDR4) VALUES (:WH-LIAB-CLAIM , :WH-LIAB-SHEET , :WH-LIAB-POLICY , :WH-LIAB-NAME , :WH-LIAB-STATUS , :WH-LIAB-TRANS-CODE , :WH-LIAB-REV-ENTRY , :WH-LIAB-LOGON , :WH-LIAB-BDOS , :WH-LIAB-DATE-RECEIVED , :WH-LIAB-ORDER-TYPE , :WH-LIAB-AGENT-FLAG , :WH-LIAB-CLAIM-FLAG , :WH-LIAB-APPROVAL , :WH-LIAB-BATCH-NUMBER , :WH-LIAB-PH-NAME , :WH-LIAB-PH-ADDR1 , :WH-LIAB-PH-ADDR2 , :WH-LIAB-PH-ADDR3 , :WH-LIAB-MISC-NOTE1 , :WH-LIAB-MISC-NOTE2 , :WH-LIAB-MISC-NOTE3 , :WH-LIAB-MISC-NOTE4 , :WH-LIAB-LOB , :WH-LIAB-BATCH , :WH-LIAB-DATE-PROCESSED , :WH-LIAB-PH-ADDR4)",Columbus
CPCB0030,COBOL,Policy Remarks,"Hutto, Amy",CLAIMS_LIABILITY,READ,SELECT MAX(CW_SHEET_NUMBER) INTO :WM-MAX-SHEET:WI-MAX-SHEET FROM CLAIMS_LIABILITY WHERE CW_CLAIM_NUMBER = :WH-LIAB-CLAIM AND (CW_SHEET_NUMBER BETWEEN :WM-BEG-SHEET AND :WM-END-SHEET) WITH UR,Columbus
CPCB0030,COBOL,Policy Remarks,"Hutto, Amy",CIF_CUSTOMER,READ,SELECT CIF_EFT_IND INTO :CIF-EFT-IND FROM CIF_CUSTOMER WHERE CIF_CUSTOMER_ID = :WS-CUSTOMER-ID WITH UR,Columbus
CPCB0030,COBOL,Policy Remarks,"Hutto, Amy",CIF_CUSTOMER,UPDATE,"UPDATE CIF_CUSTOMER SET CIF_EFT_IND = 'R', CIF_EFT_LASTUPDATED_TS = :CIF-EFT-LASTUPDATED-TS WHERE CIF_CUSTOMER_ID = :WS-CUSTOMER-ID",Columbus
CPCB0030,COBOL,Policy Remarks,"Hutto, Amy",TBL_PF_LOOKUP,READ,"SELECT C.CIF_ADDRESS, D.CIF_ADDRESS, B.CIF_CITY, B.CIF_STATE, B.CIF_ZIP INTO :WS-ADDRESS1 :WS-ADDR1-NULL-IND, :WS-ADDRESS2 :WS-ADDR2-NULL-IND, :WS-CITY, :WS-STATE, :WS-ZIP FROM TBL_PF_LOOKUP A JOIN CIF_CUSTOMER B ON A.CIF_CUSTOMER_ID = B.CIF_CUSTOMER_ID LEFT OUTER JOIN CIF_ADDRESS C ON B.CIF_CUSTOMER_ID = C.CIF_CUSTOMER_ID AND C.OCCURRENCE_NUMBER = 1 LEFT OUTER JOIN CIF_ADDRESS D ON C.CIF_CUSTOMER_ID = D.CIF_CUSTOMER_ID AND D.OCCURRENCE_NUMBER = 2 WHERE LKUP_COMPANY_NO = :WM-COMPANY-NUMBER AND LKUP_POLICY_NO = :WM-POLICY-NUMBER WITH UR",Columbus
CPCB0030,COBOL,Policy Remarks,"Hutto, Amy",CIF_CUSTOMER,READ,"SELECT C.CIF_ADDRESS, D.CIF_ADDRESS, B.CIF_CITY, B.CIF_STATE, B.CIF_ZIP INTO :WS-ADDRESS1 :WS-ADDR1-NULL-IND, :WS-ADDRESS2 :WS-ADDR2-NULL-IND, :WS-CITY, :WS-STATE, :WS-ZIP FROM TBL_PF_LOOKUP A JOIN CIF_CUSTOMER B ON A.CIF_CUSTOMER_ID = B.CIF_CUSTOMER_ID LEFT OUTER JOIN CIF_ADDRESS C ON B.CIF_CUSTOMER_ID = C.CIF_CUSTOMER_ID AND C.OCCURRENCE_NUMBER = 1 LEFT OUTER JOIN CIF_ADDRESS D ON C.CIF_CUSTOMER_ID = D.CIF_CUSTOMER_ID AND D.OCCURRENCE_NUMBER = 2 WHERE LKUP_COMPANY_NO = :WM-COMPANY-NUMBER AND LKUP_POLICY_NO = :WM-POLICY-NUMBER WITH UR",Columbus
CPCB0030,COBOL,Policy Remarks,"Hutto, Amy",CIF_ADDRESS,READ,"SELECT C.CIF_ADDRESS, D.CIF_ADDRESS, B.CIF_CITY, B.CIF_STATE, B.CIF_ZIP INTO :WS-ADDRESS1 :WS-ADDR1-NULL-IND, :WS-ADDRESS2 :WS-ADDR2-NULL-IND, :WS-CITY, :WS-STATE, :WS-ZIP FROM TBL_PF_LOOKUP A JOIN CIF_CUSTOMER B ON A.CIF_CUSTOMER_ID = B.CIF_CUSTOMER_ID LEFT OUTER JOIN CIF_ADDRESS C ON B.CIF_CUSTOMER_ID = C.CIF_CUSTOMER_ID AND C.OCCURRENCE_NUMBER = 1 LEFT OUTER JOIN CIF_ADDRESS D ON C.CIF_CUSTOMER_ID = D.CIF_CUSTOMER_ID AND D.OCCURRENCE_NUMBER = 2 WHERE LKUP_COMPANY_NO = :WM-COMPANY-NUMBER AND LKUP_POLICY_NO = :WM-POLICY-NUMBER WITH UR",Columbus
CPCB0030,COBOL,Policy Remarks,"Hutto, Amy",CLAIMS_PROVIDER,READ,"SELECT CP_PROVIDER_LNAME, CP_PROVIDER_FNAME, CP_PROVIDER_INIT, CP_PROVIDER_ADDR1, CP_PROVIDER_ADDR2, CP_PROVIDER_ADDR3, CP_PROVIDER_CITY, CP_PROVIDER_STATE, CP_PROVIDER_ZIP, CP_NPI_NBR INTO :WH-PROVIDER-LNAME, :WH-PROVIDER-FNAME, :WH-PROVIDER-INIT, :WH-PROVIDER-ADDR1, :WH-PROVIDER-ADDR2, :WH-PROVIDER-ADDR3, :WH-PROVIDER-CITY, :WH-PROVIDER-STATE, :WH-PROVIDER-ZIP, :WH-NPI-NBR FROM CLAIMS_PROVIDER WHERE CP_PROVIDER_NUMBER = :WM-SEARCH-PROVIDER AND CP_PROVIDER_SEQ = :WM-SEARCH-SEQUENCE WITH UR",Columbus
CPCB0030,COBOL,Policy Remarks,"Hutto, Amy",TBL_BA_ACH_REASON,READ,SELECT ACHC_RETURN_REASON_DSC INTO :WS-REJECT-REASON-DSC FROM PCBADB01.TBL_BA_ACH_REASON WHERE ACHC_RETURN_REASON_CD = :WS-REJECT-REASON-CD,Columbus
CPCB0030,COBOL,Policy Remarks,"Hutto, Amy",CLAIMS_REMARKS,INSERT,"INSERT INTO CLAIMS_REMARKS (CR_CLAIM_NBR, CR_CLAIM_SHEET_NBR, CR_CLAIM_TS, CR_USER_LOGON, CR_SEQUENCE_NBR, CR_DISCLOSURE_IND, CR_USER_DESKCDE, CR_CRITICAL_IND, CR_NAME, CR_ADDR1, CR_ADDR2, CR_ADDR3, CR_ADDR4, CR_PURPOSE, CR_SUMMARY) VALUES (:WH-CR-CLAIM-NBR, :WH-CR-CLAIM-SHEET-NBR, :WH-CR-CLAIM-TS, :WH-CR-USER-LOGON, :WH-CR-SEQUENCE-NBR, :WH-CR-DISCLOSURE-IND, :WH-CR-USER-DESKCDE, :WH-CR-CRITICAL-IND, :WH-CR-NAME, :WH-CR-ADDR1, :WH-CR-ADDR2, :WH-CR-ADDR3, :WH-CR-ADDR4, :WH-CR-PURPOSE, :WH-CR-SUMMARY)",Columbus
CPCB0030,COBOL,Policy Remarks,"Hutto, Amy",CHECK_HISTORY,INSERT,"INSERT INTO CHECK_HISTORY (CH_CLAIM_NUMBER, CH_SEQUENCE_NUMBER, CH_BATCH_TYPE, CH_CHECK_NUMBER, CH_CHECK_DATE, CH_CHECK_AMOUNT, CH_PROVIDER_NUMBER, CH_PAYEE_CODE, CH_CHECK_STATUS, CH_MAILING_AGENT, CH_PATIENT_NUMBER, CH_BKUP_WITHHOLD, CH_PAYEE_NAME, CH_PAYEE_ADDRESS1, CH_PAYEE_ADDRESS2, CH_PAYEE_ADDRESS3, CH_PAYEE_ADDRESS4, CH_MAILING_NAME, CH_MAILING_ADDR1, CH_MAILING_ADDR2, CH_MAILING_ADDR3, CH_MAILING_ADDR4, CH_DATE_VOIDED, CH_PAYEE_BIRTH_DT, ACHC_RETURN_REASON_CD) VALUES (:WH-CK-CLAIM-NUMBER, :WH-CK-SEQUENCE-NUMBER, :WH-CK-BATCH-TYPE, :WH-CK-CHECK-NUMBER, :WH-CK-CHECK-DATE, :WH-CK-CHECK-AMOUNT, :WH-CK-PROVIDER-NUMBER, :WH-CK-PAYEE-CODE, :WH-CK-CHECK-STATUS, :WH-CK-MAILING-AGENT, :WH-CK-PATIENT-NUMBER, :WH-CK-BKUP-WITHHOLD, :WH-CK-PAYEE-NAME, :WH-CK-PAYEE-ADDRESS1, :WH-CK-PAYEE-ADDRESS2, :WH-CK-PAYEE-ADDRESS3, :WH-CK-PAYEE-ADDRESS4, :WH-CK-MAILING-NAME, :WH-CK-MAILING-ADDR1, :WH-CK-MAILING-ADDR2, :WH-CK-MAILING-ADDR3, :WH-CK-MAILING-ADDR4, :WH-CK-DATE-VOIDED, :WH-PAYEE-BIRTH-DT, :WS-REJECT-REASON-CD)",Columbus
CPCB0031,COBOL,Policy Remarks,"Hutto, Amy",CHECK_HISTORY,READ,"SELECT CH_PAYEE_NAME, CH_PAYEE_ADDRESS1, CH_PAYEE_ADDRESS2, CH_PAYEE_ADDRESS3, CH_PAYEE_ADDRESS4 INTO :CH-PAYEE-NAME, :CH-PAYEE-ADDRESS1, :CH-PAYEE-ADDRESS2, :CH-PAYEE-ADDRESS3, :CH-PAYEE-ADDRESS4 FROM CHECK_HISTORY WHERE CH_CHECK_NUMBER = :WS-CHECK-NUMBER FETCH FIRST ROW ONLY WITH UR",Columbus
CPCB0031,COBOL,Policy Remarks,"Hutto, Amy",CHECK_HISTORY,READ,"SELECT CH_PAYEE_NAME, CH_PAYEE_ADDRESS1, CH_PAYEE_ADDRESS2, CH_PAYEE_ADDRESS3, CH_PAYEE_ADDRESS4 INTO :CH-PAYEE-NAME, :CH-PAYEE-ADDRESS1, :CH-PAYEE-ADDRESS2, :CH-PAYEE-ADDRESS3, :CH-PAYEE-ADDRESS4 FROM PACLDB01.CHECK_HISTORY WHERE CH_CHECK_NUMBER = :WS-CHECK-NUMBER FETCH FIRST ROW ONLY WITH UR",Columbus
CPCB0050,COBOL,Policy Remarks,"Hutto, Amy",SECURITY_TABLE,READ,"DECLARE CURSOR1 CURSOR FOR SELECT DISTINCT ST_TABLE_ALIAS2 , ST_TABLE_ALIAS4 FROM SECURITY_TABLE WHERE ST_SYSTEM_NAME = :WC-CLAIMS AND ST_TABLE_NAME = :WC-LOB ORDER BY ST_TABLE_ALIAS2 FOR READ ONLY .",Columbus
CPCB0051,COBOL,Policy Remarks,"Hutto, Amy",CLAIMS_LIABILITY,READ,"DECLARE CLLIAB CURSOR FOR SELECT CW_CLAIM_NUMBER, CW_SHEET_NUMBER FROM CLAIMS_LIABILITY WHERE CW_CLAIM_STATUS IN (:WS-P7, :WS-P8, :WS-D2, :WS-D3, :WS-L1) WITH UR",Columbus
CPCB0051,COBOL,Policy Remarks,"Hutto, Amy",CLAIMS_MASTER,READ,"DECLARE CLMAST CURSOR FOR SELECT CM_POLICY_NUMBER, CM_CLAIM_STATUS, CM_DENIED_REASON1, CM_DENIED_REASON2, CM_USER_LOGON, CM_PENDING_FLAG1, CM_PENDING_FLAG2, CM_PENDING_FLAG3, CM_PENDING_FLAG4, CM_LOB, CM_CLAIMANT_FNAME, CM_DATE_PROCESSED, CM_BDOS, CM_EDOS, CM_DATE_PENDED, CM_BEG_TREATMN_DTE, CM_END_TREATMN_DTE, CM_USER_NAME, CM_DOC_ORIGIN_DSC, CM_ISF_REPEND_IND, CM_ONEDAYPAY_UPLOAD_TS, CM_ONEDAYPAY_IND, CM_PEGA_CASE_ID, CR_SUMMARY FROM CLAIMS_MASTER JOIN CLAIMS_REMARKS ON CM_CLAIM_NUMBER = CR_CLAIM_NBR AND CM_SHEET_NUMBER = CR_CLAIM_SHEET_NBR WHERE CM_CLAIM_NUMBER = :WS-CW-CLAIM-NUMBER AND CM_SHEET_NUMBER = :WS-CW-SHEET-NUMBER AND (CM_ONEDAYPAY_UPLOAD_TS > '0001-01-01-00.00.00.000000' OR ((CR_SUMMARY LIKE '%SUCCESSFUL UPLOAD%' OR CR_SUMMARY LIKE '%SUCCESSFUL UPLOAD%') AND CR_USER_LOGON = :WS-REMARK-USER AND CR_SEQUENCE_NBR = :WS-SEQ-NBR)) WITH UR",Columbus
