component_name,component_type,App Name,App Owner,table_name,operation,query
PANPD782,JCL,Life 70 - Underwriting,"Hutto, Amy",TBL_NF_CONTRACT,READ,"SELECT CONT_COMPANY_NO, CONT_POLICY_NO, CYDT_CYCLE_DT FROM PCNFDB01.TBL_NF_CONTRACT , PCNFDB01.TBL_NF_CYCLEDATE WHERE CONT_COMPANY_NO = '02' AND CONT_ENTYTRANSN_CD = '01' AND CYDT_COMPANY_NO = '02' AND CONT_FORM_CD IN ('B1', 'B2', 'F1') AND CONT_SETLEMENT_AMT = 0 AND CONT_ACCTGBLNC_AMT = 0 AND (CONT_PTRSTAT1_IND = '2' OR CONT_PTRSTAT1_IND = '3') AND CONT_POLICY_NO NOT IN (SELECT APPLICATION_NUMBER FROM PANRDB01.RESPONSE_ACTION WHERE DESTINATION_CODE = '64' ) AND CONT_POLICY_NO NOT IN (SELECT CONT_POLICY_NO FROM PCNFDB01.TBL_NF_CONTRACT WHERE CONT_COMPANY_NO = '02' AND CONT_ASSOCTN_NO IN (SELECT GROUP_NUMBER FROM PAGMDB01.TBL_GM_GROUP_EXCEP WHERE GEXR_TYPE_SEQ = 1 AND (GEXC_EXPIRATION_DT >= (CURRENT DATE) OR GEXC_EXPIRATION_DT IS NULL ))) WITH UR"
PANPD782,JCL,Life 70 - Underwriting,"Hutto, Amy",TBL_NF_CYCLEDATE,READ,"SELECT CONT_COMPANY_NO, CONT_POLICY_NO, CYDT_CYCLE_DT FROM PCNFDB01.TBL_NF_CONTRACT , PCNFDB01.TBL_NF_CYCLEDATE WHERE CONT_COMPANY_NO = '02' AND CONT_ENTYTRANSN_CD = '01' AND CYDT_COMPANY_NO = '02' AND CONT_FORM_CD IN ('B1', 'B2', 'F1') AND CONT_SETLEMENT_AMT = 0 AND CONT_ACCTGBLNC_AMT = 0 AND (CONT_PTRSTAT1_IND = '2' OR CONT_PTRSTAT1_IND = '3') AND CONT_POLICY_NO NOT IN (SELECT APPLICATION_NUMBER FROM PANRDB01.RESPONSE_ACTION WHERE DESTINATION_CODE = '64' ) AND CONT_POLICY_NO NOT IN (SELECT CONT_POLICY_NO FROM PCNFDB01.TBL_NF_CONTRACT WHERE CONT_COMPANY_NO = '02' AND CONT_ASSOCTN_NO IN (SELECT GROUP_NUMBER FROM PAGMDB01.TBL_GM_GROUP_EXCEP WHERE GEXR_TYPE_SEQ = 1 AND (GEXC_EXPIRATION_DT >= (CURRENT DATE) OR GEXC_EXPIRATION_DT IS NULL ))) WITH UR"
PANPD782,JCL,Life 70 - Underwriting,"Hutto, Amy",RESPONSE_ACTION,READ,"SELECT CONT_COMPANY_NO, CONT_POLICY_NO, CYDT_CYCLE_DT FROM PCNFDB01.TBL_NF_CONTRACT , PCNFDB01.TBL_NF_CYCLEDATE WHERE CONT_COMPANY_NO = '02' AND CONT_ENTYTRANSN_CD = '01' AND CYDT_COMPANY_NO = '02' AND CONT_FORM_CD IN ('B1', 'B2', 'F1') AND CONT_SETLEMENT_AMT = 0 AND CONT_ACCTGBLNC_AMT = 0 AND (CONT_PTRSTAT1_IND = '2' OR CONT_PTRSTAT1_IND = '3') AND CONT_POLICY_NO NOT IN (SELECT APPLICATION_NUMBER FROM PANRDB01.RESPONSE_ACTION WHERE DESTINATION_CODE = '64' ) AND CONT_POLICY_NO NOT IN (SELECT CONT_POLICY_NO FROM PCNFDB01.TBL_NF_CONTRACT WHERE CONT_COMPANY_NO = '02' AND CONT_ASSOCTN_NO IN (SELECT GROUP_NUMBER FROM PAGMDB01.TBL_GM_GROUP_EXCEP WHERE GEXR_TYPE_SEQ = 1 AND (GEXC_EXPIRATION_DT >= (CURRENT DATE) OR GEXC_EXPIRATION_DT IS NULL ))) WITH UR"
PANPD782,JCL,Life 70 - Underwriting,"Hutto, Amy",TBL_NF_CONTRACT,READ,"SELECT CONT_COMPANY_NO, CONT_POLICY_NO, CYDT_CYCLE_DT FROM PCNFDB01.TBL_NF_CONTRACT , PCNFDB01.TBL_NF_CYCLEDATE WHERE CONT_COMPANY_NO = '02' AND CONT_ENTYTRANSN_CD = '01' AND CYDT_COMPANY_NO = '02' AND CONT_FORM_CD IN ('B1', 'B2', 'F1') AND CONT_SETLEMENT_AMT = 0 AND CONT_ACCTGBLNC_AMT = 0 AND (CONT_PTRSTAT1_IND = '2' OR CONT_PTRSTAT1_IND = '3') AND CONT_POLICY_NO NOT IN (SELECT APPLICATION_NUMBER FROM PANRDB01.RESPONSE_ACTION WHERE DESTINATION_CODE = '64' ) AND CONT_POLICY_NO NOT IN (SELECT CONT_POLICY_NO FROM PCNFDB01.TBL_NF_CONTRACT WHERE CONT_COMPANY_NO = '02' AND CONT_ASSOCTN_NO IN (SELECT GROUP_NUMBER FROM PAGMDB01.TBL_GM_GROUP_EXCEP WHERE GEXR_TYPE_SEQ = 1 AND (GEXC_EXPIRATION_DT >= (CURRENT DATE) OR GEXC_EXPIRATION_DT IS NULL ))) WITH UR"
PANPD782,JCL,Life 70 - Underwriting,"Hutto, Amy",TBL_GM_GROUP_EXCEP,READ,"SELECT CONT_COMPANY_NO, CONT_POLICY_NO, CYDT_CYCLE_DT FROM PCNFDB01.TBL_NF_CONTRACT , PCNFDB01.TBL_NF_CYCLEDATE WHERE CONT_COMPANY_NO = '02' AND CONT_ENTYTRANSN_CD = '01' AND CYDT_COMPANY_NO = '02' AND CONT_FORM_CD IN ('B1', 'B2', 'F1') AND CONT_SETLEMENT_AMT = 0 AND CONT_ACCTGBLNC_AMT = 0 AND (CONT_PTRSTAT1_IND = '2' OR CONT_PTRSTAT1_IND = '3') AND CONT_POLICY_NO NOT IN (SELECT APPLICATION_NUMBER FROM PANRDB01.RESPONSE_ACTION WHERE DESTINATION_CODE = '64' ) AND CONT_POLICY_NO NOT IN (SELECT CONT_POLICY_NO FROM PCNFDB01.TBL_NF_CONTRACT WHERE CONT_COMPANY_NO = '02' AND CONT_ASSOCTN_NO IN (SELECT GROUP_NUMBER FROM PAGMDB01.TBL_GM_GROUP_EXCEP WHERE GEXR_TYPE_SEQ = 1 AND (GEXC_EXPIRATION_DT >= (CURRENT DATE) OR GEXC_EXPIRATION_DT IS NULL ))) WITH UR"
PANPD905,JCL,Life 70 - Underwriting,"Hutto, Amy",TBL_NF_CONTRACT,READ,"SELECT A.CONT_SEQ,A.CONT_POLICY_NO, A.CONT_COMPANY_NO, A.CONT_CUSTOMER_NBR, B.AUMS_LASTUPDT_TS, B.AUMS_AUDITID_NBR FROM PCNFDB01.TBL_NF_CONTRACT A, PCNFDB01.TBL_NF_AUDITMESSG B WHERE A.CONT_SEQ = B.CONT_SEQ AND A.CONT_COMPANY_NO = '02' AND B.AUMS_AUDITID_NBR IN ('915','916') WITH UR"
PANPD905,JCL,Life 70 - Underwriting,"Hutto, Amy",TBL_NF_AUDITMESSG,READ,"SELECT A.CONT_SEQ,A.CONT_POLICY_NO, A.CONT_COMPANY_NO, A.CONT_CUSTOMER_NBR, B.AUMS_LASTUPDT_TS, B.AUMS_AUDITID_NBR FROM PCNFDB01.TBL_NF_CONTRACT A, PCNFDB01.TBL_NF_AUDITMESSG B WHERE A.CONT_SEQ = B.CONT_SEQ AND A.CONT_COMPANY_NO = '02' AND B.AUMS_AUDITID_NBR IN ('915','916') WITH UR"
PAPCD136,JCL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",SECURITY_TABLE,READ,SELECT ST_TABLE_VALUE FROM PALADB01.SECURITY_TABLE WHERE ST_SYSTEM_NAME = 'AGENT' AND ST_TABLE_NAME = 'DIRECT-LEADS' ORDER BY ST_TABLE_VALUE
PAPCD908,JCL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",TBL_PF_LOOKUP,READ,"SELECT LKUP_COMPANY_NO , LKUP_POLICY_NO , LKUP_ACTIVITY_CD , LKUP_BILLGRP_NO FROM PAPFDB01.TBL_PF_LOOKUP ORDER BY LKUP_COMPANY_NO, LKUP_POLICY_NO WITH UR"
PAPCD908,JCL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",TBL_PM_CONTRACT,READ,"SELECT CONT_COMPANY_NO , CONT_POLICY_NO , CONT_STATUS_CD , CONT_PAIDTO_DT FROM PCPMDB01.TBL_PM_CONTRACT WHERE CONT_COMPANY_NO = '02' ORDER BY CONT_COMPANY_NO, CONT_POLICY_NO WITH UR"
PAPCD908,JCL,Life 70 (core batch processing stay on mainframe),"Hutto, Amy",TBL_PM_CONTRACT,READ,"SELECT CONT_COMPANY_NO , CONT_POLICY_NO , CONT_STATUS_CD , CONT_PAIDTO_DT FROM PCPTDB01.TBL_PM_CONTRACT WHERE CONT_COMPANY_NO = '02' ORDER BY CONT_COMPANY_NO, CONT_POLICY_NO WITH UR"
PAPRM030,JCL,Rerates,"Hutto, Amy",TBL_PM_CONTRACT,READ,"SELECT CONT_COMPANY_NO , CONT_POLICY_NO FROM PCPMDB01.TBL_PM_CONTRACT WHERE CONT_COMPANY_NO = '02' AND CONT_STATUS_CD <> '51' AND CONT_STATUS_CD <> '13' AND CONT_SUSPEND_CD <> '6' AND CONT_DIVISION_CD = '2' AND CONT_FREQMOD_CD > 1 WITH UR"
PAPRR900,JCL,Rerates,"Hutto, Amy",TBL_PM_CONTRACT,READ,"SELECT CONT_COMPANY_NO , CONT_POLICY_NO FROM PCPMDB01.TBL_PM_CONTRACT WHERE CONT_COMPANY_NO = '02' AND CONT_STATUS_CD <> '51' AND CONT_DIVISION_CD = '2' WITH UR"
